East,North,Level,Au_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Rb_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zr_ppm,target_Au,Se_detectado,Te_detectado
8061.978,5620.019,1465.839,0.0025,7.52,1.57,406.87,1.04,0.05,3.09,0.07,28.3,21.04,41.15,7.65,5.4,19.71,0.13,1.74,1.34,13.14,2.28,884.49,0.14,2.39,7.69,18.22,849.49,39.92,0.005,1.97,17.89,0.5,1.05,314.64,0.52,0.025,2.04,0.49,0.88,0.8,165.34,1.03,12.01,51.85,0,0,0
8040.999,5315.998,1361.209,0.0025,5.27,15.05,299.82,0.73,0.05,6.49,0.05,26.23,9.57,22.59,13.25,2.57,12.66,0.1,1.74,1.69,12.93,0.9,1083.97,0.33,0.22,4.14,9.14,484.18,105.75,0.06,8.33,11.14,0.5,0.63,88.85,0.31,0.025,2.63,0.29,1.07,0.76,69.0,1.87,12.52,55.69,0,0,0
8042.978,5316.014,1361.209,0.0025,6.91,8.82,686.82,0.96,0.05,3.68,0.06,39.7,16.91,29.26,17.36,4.18,16.0,0.14,2.12,1.83,18.41,1.57,854.09,0.44,1.28,6.84,11.02,759.09,95.09,0.09,4.14,16.8,0.5,0.83,227.02,0.44,0.025,3.9,0.38,0.99,1.08,127.54,2.37,13.66,73.61,0,0,0
7898.006,5423.997,1489.369,0.0025,7.46,2.51,637.64,0.95,0.05,4.31,0.15,33.82,17.17,31.32,8.05,4.51,17.88,0.15,1.32,1.77,15.98,1.57,916.16,0.57,2.17,5.87,11.88,790.88,82.5,0.005,1.4,15.95,0.5,0.37,349.79,0.47,0.025,2.65,0.5,0.51,0.55,147.54,0.63,15.59,38.75,0,0,0
7734.0,5341.987,1412.109,0.008,2.03,15.4,108.92,0.25,0.05,0.06,0.51,9.11,2.85,16.86,2.59,1.2,3.75,0.09,0.49,0.62,3.77,0.26,283.04,4.65,0.02,1.47,2.73,260.87,43.88,0.005,26.47,3.48,0.5,0.21,9.44,0.11,0.025,1.04,0.11,0.38,0.3,32.92,1.12,2.53,28.18,0,0,0
7777.02,5872.0,1369.029,0.0025,2.02,4.05,133.16,0.46,0.05,5.92,0.14,8.82,4.13,12.37,3.47,1.58,5.26,0.12,0.66,0.58,4.72,0.47,1536.26,0.96,0.15,1.37,4.28,216.42,31.17,0.03,35.39,3.91,0.5,1.31,77.43,0.09,0.025,0.98,0.11,0.32,0.28,37.76,0.65,3.57,19.62,0,0,0
9403.312,5475.841,1342.289,0.0025,8.37,89.91,1182.24,1.66,0.05,0.96,0.13,67.68,2.27,3.81,7.23,2.34,19.27,0.16,4.11,2.83,32.98,0.27,573.67,1.41,2.75,16.06,0.83,411.51,144.9,0.09,7.55,5.77,0.5,1.76,194.07,0.96,0.025,14.31,0.19,0.88,4.04,11.88,1.78,24.45,157.48,0,0,0
9571.773,5811.561,1410.489,0.0025,2.44,23.83,140.01,0.37,0.05,6.42,0.1,11.7,4.91,9.05,3.69,2.17,5.76,0.12,0.91,0.41,5.61,1.26,1213.96,1.15,0.28,1.81,3.59,207.45,29.66,0.04,45.72,4.75,0.5,0.31,100.96,0.14,0.025,1.41,0.13,0.33,0.42,37.18,0.65,5.7,22.4,0,0,0
9571.97,5812.991,1410.489,0.0025,8.98,4.26,505.18,1.37,0.11,4.38,0.17,29.28,18.77,20.42,5.05,4.41,21.48,0.14,3.51,1.47,14.64,1.6,830.21,1.2,1.98,8.1,19.3,791.82,36.01,0.01,4.99,19.28,0.5,1.33,425.05,0.5,0.025,4.42,0.51,0.59,1.4,142.27,0.73,17.76,104.97,0,0,0
8236.987,5962.022,1438.359,0.0025,9.09,3.79,506.41,1.38,0.05,5.11,0.11,30.35,16.47,25.69,3.21,4.98,20.99,0.13,3.74,1.19,14.47,1.5,750.9,1.4,2.47,8.27,7.41,888.46,27.29,0.005,3.07,16.27,0.5,1.18,435.15,0.52,0.025,4.5,0.52,0.32,1.37,161.54,0.9,17.11,129.71,0,0,0
8314.001,6036.027,1444.589,0.017,6.31,100.2,329.14,0.95,0.05,0.02,0.01,59.13,0.21,1.91,12.74,0.59,15.35,0.16,4.3,2.87,27.34,0.17,45.11,2.19,0.04,12.21,0.28,78.24,180.97,0.02,13.25,3.65,0.5,1.6,8.51,1.0,0.025,24.6,0.11,1.31,6.54,13.12,1.48,17.8,130.45,0,0,0
8766.983,6230.037,1470.419,0.0025,7.06,12.55,488.12,1.46,0.26,3.0,0.14,34.96,11.58,18.95,8.9,3.36,16.13,0.14,2.45,1.64,19.28,1.34,679.89,1.33,2.06,6.53,11.27,581.82,61.12,1.28,2.68,12.75,1.0,1.7,298.2,0.56,0.156,7.5,0.34,0.7,2.22,92.03,0.67,15.4,83.41,0,1,1
8995.996,6265.957,1437.289,0.0025,8.62,3.28,483.39,1.35,0.05,4.95,0.07,33.88,17.97,23.03,1.97,4.64,20.68,0.16,3.07,1.18,15.0,1.72,859.18,1.33,2.05,7.66,9.37,958.6,24.43,0.005,3.93,19.06,0.5,1.18,412.62,0.52,0.025,4.52,0.53,0.25,1.49,159.64,0.81,17.85,109.6,0,0,0
8503.516,5901.5,1436.569,0.008,3.63,25.79,145.27,0.53,0.05,5.0,0.06,18.71,13.73,17.34,6.73,3.74,9.04,0.11,1.0,1.05,8.49,0.81,1341.35,2.23,0.34,2.94,7.69,441.84,61.94,0.22,11.59,9.69,0.5,0.65,129.07,0.21,0.025,2.19,0.22,0.64,0.73,73.78,1.43,9.24,46.0,0,0,0
8500.269,5902.138,1436.569,0.0025,7.34,5.19,695.61,1.19,0.05,4.0,0.06,32.8,18.18,24.82,11.96,4.71,20.72,0.14,2.97,2.05,13.48,1.52,1179.6,0.65,1.74,7.35,11.19,850.22,70.83,0.1,2.94,16.15,0.5,1.21,324.48,0.53,0.025,3.62,0.5,0.92,1.39,157.16,2.17,16.24,89.51,0,0,0
8783.263,5458.917,1292.699,0.0025,3.18,13.9,384.66,0.65,0.16,1.4,0.62,17.68,2.96,9.74,6.12,1.43,5.32,0.1,0.77,1.08,10.08,0.33,887.41,3.09,0.03,2.31,2.19,229.92,76.35,0.01,16.81,3.5,0.5,0.63,27.68,0.21,0.025,2.99,0.09,0.83,0.65,26.58,1.33,8.07,22.25,0,0,0
8760.931,5472.188,1292.699,0.01,3.66,18.27,624.41,0.57,0.3,9.38,16.98,18.12,2.75,6.29,7.71,1.25,5.61,0.08,0.87,1.25,9.77,0.28,1085.66,2.79,0.03,2.27,1.79,207.71,79.99,0.09,14.58,4.07,0.5,0.79,90.93,0.21,0.025,2.78,0.1,0.97,0.95,25.29,0.76,6.72,28.44,0,0,0
8617.115,5860.976,1436.569,0.045,6.42,225.34,341.89,0.78,0.05,2.86,9.98,25.32,13.73,17.51,11.94,2.74,9.91,0.14,1.92,2.87,11.97,0.41,622.82,34.29,0.05,5.31,5.96,605.67,173.77,2.34,14.72,10.88,0.5,0.75,148.34,0.32,0.025,2.85,0.32,2.22,0.93,85.5,1.13,11.42,60.69,0,0,0
8606.778,5875.272,1436.569,0.005,2.13,30.56,190.67,0.36,0.05,0.03,0.06,5.31,1.23,12.84,4.06,1.21,3.39,0.08,0.84,0.86,2.54,0.08,124.17,2.29,0.02,1.97,0.85,316.04,51.2,0.01,34.86,3.76,0.5,2.28,12.1,0.13,0.025,1.44,0.11,0.61,0.36,18.25,1.12,2.99,29.14,0,0,0
9316.0,6235.965,1466.209,0.009,7.45,4.27,324.98,1.16,0.05,4.12,0.08,27.97,14.68,19.45,18.18,3.87,18.42,0.12,2.7,2.19,14.01,1.17,894.82,0.39,1.43,7.05,9.53,730.22,78.88,0.02,3.46,15.4,0.5,0.96,249.44,0.47,0.025,3.91,0.41,1.37,1.41,135.51,2.51,15.67,109.88,0,0,0
9371.006,6257.988,1496.709,0.005,8.03,10.52,640.42,1.29,0.05,3.28,0.05,30.25,17.52,26.34,22.32,4.8,18.76,0.15,3.21,2.48,15.85,1.32,1027.82,0.55,1.24,7.05,10.15,912.23,116.21,0.01,10.92,19.22,0.5,1.06,193.98,0.5,0.025,4.27,0.54,1.25,1.5,149.0,2.86,18.61,127.57,0,0,0
9376.996,6265.009,1496.709,0.0025,7.28,11.44,469.96,1.03,0.05,2.9,0.09,33.05,12.7,21.27,16.77,4.46,18.13,0.14,2.94,2.08,12.89,1.48,1107.59,1.12,1.27,7.4,9.19,835.76,111.69,0.005,8.17,16.14,0.5,1.03,189.02,0.52,0.025,4.0,0.45,1.17,1.54,158.5,3.16,15.65,101.68,0,0,0
9405.001,6281.946,1496.709,0.0025,7.15,4.4,329.3,0.75,0.05,11.33,0.13,47.29,12.77,15.26,11.4,3.65,15.54,0.12,3.11,1.96,25.99,0.99,1501.61,0.26,0.2,5.35,7.76,720.65,110.2,0.005,4.65,13.89,0.5,0.83,117.89,0.36,0.025,4.39,0.34,0.99,1.29,106.01,2.97,19.77,98.06,0,0,0
9450.959,6322.051,1496.709,0.014,3.49,16.62,145.71,0.36,0.05,1.73,0.38,14.81,5.67,14.78,5.98,2.3,7.48,0.11,0.94,1.03,8.23,0.47,544.49,2.55,0.02,2.38,4.39,307.73,69.02,0.01,22.18,6.63,0.5,0.39,55.55,0.16,0.025,1.52,0.17,0.79,0.41,52.63,1.39,6.36,28.17,0,0,0
9461.0,6328.0,1496.709,0.014,0.89,29.7,65.25,0.24,0.05,0.07,0.05,2.96,10.17,18.43,2.69,1.97,2.12,0.08,0.31,0.25,1.66,0.14,293.93,1.66,0.02,0.75,5.39,87.72,19.26,0.05,32.44,2.22,0.5,0.4,11.88,0.21,0.025,0.37,0.04,0.27,0.31,52.81,1.46,3.66,11.0,0,0,0
9437.991,6308.0,1496.709,0.008,3.3,19.94,140.84,0.47,0.05,0.07,0.09,10.03,7.58,15.77,6.44,4.76,8.75,0.08,1.16,0.82,4.44,0.77,520.25,2.9,0.02,2.41,6.29,586.76,48.98,0.005,31.83,7.13,0.5,0.94,12.44,0.18,0.025,1.93,0.18,0.62,0.48,61.46,1.63,7.23,34.54,0,0,0
9431.033,6312.041,1496.709,0.006,7.32,16.16,214.83,0.95,0.05,0.89,0.08,32.11,14.77,19.66,11.85,4.55,15.52,0.14,2.1,1.58,15.91,0.82,610.77,0.66,1.1,5.18,9.55,676.78,120.12,0.05,12.98,14.37,0.5,1.33,85.98,0.41,0.025,3.53,0.37,1.35,1.11,113.36,1.05,13.4,64.94,0,0,0
9593.972,5866.032,1410.489,0.0025,8.97,2.86,587.93,1.21,0.05,5.21,0.11,27.58,16.51,24.83,2.38,4.98,20.91,0.16,3.88,1.4,14.29,1.55,1029.82,1.85,2.08,7.38,12.11,944.45,28.47,0.01,1.36,15.81,0.5,1.51,459.64,0.51,0.025,4.82,0.49,0.34,1.65,170.31,0.81,16.63,154.86,0,0,0
9593.964,5867.029,1410.489,0.007,5.8,14.34,202.12,0.82,0.05,7.16,0.07,28.45,13.1,15.32,10.47,3.02,11.88,0.09,1.64,1.96,13.93,1.03,1394.63,1.08,0.18,4.32,6.54,533.15,141.17,0.04,33.25,11.88,0.5,0.88,89.32,0.31,0.025,2.93,0.3,1.42,0.9,85.17,2.71,11.21,60.21,0,0,0
9638.037,5563.973,1435.879,2.193,6.08,19.66,663.78,0.8,0.05,2.43,193.49,26.07,12.01,15.62,13.05,2.98,13.98,0.14,2.1,3.04,12.76,0.88,955.29,1.42,0.57,4.29,6.25,552.01,212.76,0.17,16.85,10.93,0.5,0.98,148.31,0.36,0.025,4.15,0.31,1.92,1.28,93.76,1.65,12.65,76.12,1,0,0
9635.037,5568.045,1435.879,6.095,7.7,7.96,766.09,0.98,0.05,2.06,68.47,26.28,11.0,20.46,16.56,2.88,16.97,0.17,2.18,2.93,13.89,1.09,661.93,1.23,1.15,5.5,7.61,657.28,174.97,0.14,14.15,13.05,0.5,1.05,200.96,0.36,0.025,3.7,0.38,1.66,1.0,104.75,1.69,13.42,72.87,1,0,0
9454.029,5302.049,1301.459,0.007,2.4,11.95,105.86,0.36,0.05,0.05,0.08,8.16,3.88,20.18,8.69,1.85,4.88,0.05,0.87,0.63,3.94,0.5,424.7,3.94,0.03,1.44,3.56,270.51,50.12,0.005,16.29,4.75,0.5,0.31,12.94,0.12,0.025,1.34,0.13,0.46,0.4,38.35,0.3,3.71,33.47,0,0,0
7304.746,7591.771,1206.779,0.021,1.59,15.15,76.9,0.55,0.05,0.16,0.27,3.47,1.66,11.8,4.1,0.73,5.49,0.08,0.2,0.66,1.71,0.12,284.19,0.34,0.02,0.63,1.4,102.35,48.39,0.01,25.44,1.6,0.5,0.2,11.98,0.09,0.025,0.44,0.04,0.63,0.1,32.17,0.47,1.65,8.42,0,0,0
8361.979,6222.042,1443.039,0.019,6.4,249.74,266.89,0.88,0.1,0.74,0.12,38.96,0.54,4.34,5.34,0.91,9.65,0.11,2.6,1.72,26.0,0.08,284.15,3.75,1.16,6.57,0.51,74.74,92.97,0.1,7.32,1.25,0.5,1.81,76.55,0.85,0.025,18.15,0.05,0.94,4.91,1.08,0.76,11.02,64.31,0,0,0
7298.535,7608.236,1206.779,0.017,4.58,117.15,649.27,0.48,0.05,0.04,0.05,13.03,7.58,17.96,3.93,2.29,8.19,0.11,0.54,3.22,7.13,0.63,472.21,0.3,0.25,2.57,4.59,579.95,180.48,0.005,14.3,8.22,0.5,0.21,84.8,0.17,0.025,1.82,0.21,3.22,0.53,56.34,0.91,4.9,21.14,0,0,0
7314.843,7553.961,1206.779,0.005,3.8,16.76,398.2,0.78,0.05,0.15,0.09,16.59,7.19,20.4,7.85,2.14,8.92,0.12,1.38,1.61,9.05,0.68,796.33,0.31,0.18,2.86,5.03,372.66,107.9,0.01,21.4,7.98,0.5,0.49,29.22,0.2,0.025,2.16,0.21,1.15,0.67,64.0,2.25,7.14,51.62,0,0,0
8410.048,6107.97,1444.589,0.129,5.43,36.25,199.78,0.72,0.05,5.33,6.44,23.46,13.4,19.28,6.97,1.78,10.74,0.15,1.82,1.65,11.69,0.38,2598.15,6.26,0.91,3.73,7.38,539.97,101.07,0.08,22.45,8.78,0.5,1.66,175.56,0.27,0.025,2.66,0.3,1.07,0.8,83.7,2.93,9.1,59.42,1,0,0
8212.049,6290.027,1422.299,0.012,1.48,15.75,366.69,0.48,0.05,2.43,0.17,5.8,4.45,13.82,2.06,1.21,3.42,0.09,0.21,0.78,3.68,0.33,1335.74,0.87,0.03,0.7,1.93,95.79,39.75,0.02,34.89,2.87,0.5,1.92,60.42,0.06,0.025,0.46,0.06,0.65,0.1,30.18,0.54,3.48,9.95,0,0,0
8163.963,6310.01,1422.299,0.041,1.12,14.82,76.1,0.39,0.05,0.08,2.16,1.54,1.31,12.77,2.59,1.54,2.83,0.06,0.11,0.41,0.73,0.05,440.18,1.11,0.01,0.27,0.81,134.91,22.5,0.07,38.38,0.91,0.5,4.43,10.99,0.025,0.473,0.21,0.02,0.25,0.11,19.22,0.2,0.59,3.86,0,0,1
8163.037,6302.033,1422.299,0.171,1.04,22.03,31.07,0.26,0.005,12.0,16.89,8.08,5.91,8.54,1.57,1.65,3.95,0.06,0.2,0.15,4.91,0.42,3309.32,3.5,0.01,0.39,2.39,46.06,9.5,0.12,17.57,2.72,0.5,0.86,148.31,0.025,0.025,0.26,0.02,0.16,0.1,47.77,0.41,6.66,6.21,1,0,0
8054.946,6334.044,1365.179,0.032,2.27,33.05,88.46,0.28,0.05,1.09,2.24,4.13,3.47,15.05,2.59,4.04,6.9,0.07,0.38,0.63,2.19,0.19,960.74,8.65,0.01,0.75,2.2,166.08,38.58,0.93,29.36,1.89,1.07,4.21,25.98,0.06,0.534,0.65,0.06,0.43,0.18,45.76,0.48,1.92,14.92,0,1,1
8019.0,6444.007,1381.939,0.0025,9.39,1.96,653.88,1.37,0.05,4.83,0.06,36.74,16.03,29.15,7.0,4.76,20.91,0.13,3.3,1.4,15.82,1.01,974.4,1.03,1.86,6.97,7.8,895.07,61.98,0.01,4.94,17.23,1.0,1.34,471.5,0.49,0.025,4.87,0.52,0.85,1.64,160.87,1.06,16.39,123.81,0,1,0
7983.017,6489.989,1381.939,0.0025,7.22,3.07,397.21,1.23,0.05,4.51,0.14,28.43,16.58,22.81,6.12,5.28,17.33,0.12,2.43,1.3,13.71,2.43,963.34,0.39,2.23,6.56,6.86,724.07,35.9,0.005,3.08,14.42,0.5,1.22,459.57,0.52,0.025,3.14,0.53,0.64,0.76,146.52,0.81,13.2,81.11,0,0,0
8034.977,6508.005,1381.939,0.017,3.51,29.66,257.97,0.42,0.05,0.14,0.05,10.32,5.87,15.81,6.99,2.31,6.55,0.08,1.08,1.16,5.12,0.36,395.55,13.79,0.03,2.09,3.84,297.92,75.13,0.03,24.96,6.93,0.5,0.75,14.81,0.18,0.025,2.03,0.18,0.97,0.51,61.34,3.64,5.29,36.56,0,0,0
8104.991,6453.993,1414.849,0.009,3.71,14.13,263.84,0.41,0.05,7.17,0.06,20.08,7.01,14.03,5.5,2.9,8.89,0.09,0.46,1.34,10.17,0.82,2148.42,1.09,0.02,3.08,3.14,440.7,78.03,0.01,16.23,7.75,0.5,0.93,386.08,0.22,0.025,2.02,0.22,1.0,0.53,65.37,1.43,8.86,16.74,0,0,0
8136.054,6446.05,1414.849,0.014,2.07,9.81,105.02,0.42,0.05,1.26,0.58,7.16,4.59,18.59,2.65,2.14,4.78,0.08,0.41,0.38,3.8,0.66,1509.08,2.53,0.01,1.21,2.65,177.78,25.0,0.02,25.21,2.96,0.5,1.26,30.44,0.09,0.025,0.81,0.09,0.36,0.18,33.4,0.79,3.0,14.92,0,0,0
8045.973,6590.005,1381.939,0.007,4.59,14.78,391.0,0.42,0.05,0.68,0.08,15.26,8.32,20.74,4.96,2.52,8.72,0.09,1.26,1.53,8.29,0.44,685.44,4.88,0.02,2.94,4.0,445.39,100.05,0.11,27.35,7.47,0.5,0.63,26.62,0.21,0.088,2.17,0.21,1.11,0.56,61.18,2.69,6.78,40.71,0,0,1
7802.957,6929.993,1350.519,0.0025,1.44,6.5,67.97,0.47,0.005,0.03,0.06,6.76,3.42,10.32,4.14,0.81,3.57,0.08,0.18,0.41,2.86,0.16,604.72,1.42,0.02,0.4,4.05,142.4,25.26,0.01,47.61,1.77,0.5,0.1,14.87,0.025,0.025,0.4,0.03,0.28,0.11,22.97,0.32,1.91,10.26,0,0,0
7812.048,6934.05,1350.519,0.03,7.53,25.28,409.42,1.05,0.05,0.04,0.05,29.24,6.07,26.84,13.48,2.93,16.47,0.1,2.49,2.67,12.77,0.47,309.1,2.76,0.06,5.91,3.95,708.21,181.36,0.02,18.31,14.9,0.5,1.05,17.25,0.45,0.025,5.13,0.37,1.68,1.2,106.61,2.43,9.59,103.25,0,0,0
7354.052,7406.034,1280.549,0.032,1.88,15.08,108.75,0.57,0.05,0.08,0.11,6.55,2.22,10.43,5.43,0.86,4.98,0.08,0.29,0.76,4.12,0.09,395.52,0.32,0.02,0.73,1.61,152.73,47.5,0.01,34.05,2.29,0.5,0.21,11.41,0.05,0.025,0.57,0.06,0.55,0.18,31.07,0.39,2.91,12.4,0,0,0
7275.33,7627.355,1206.779,0.024,6.23,30.79,1020.94,0.72,0.17,0.62,0.05,25.94,11.76,23.93,4.32,3.77,12.6,0.14,1.15,3.18,11.08,1.02,624.33,0.18,0.91,4.3,5.78,595.38,200.32,0.02,12.55,12.18,0.5,0.73,136.36,0.28,0.025,2.49,0.39,3.41,0.61,101.54,3.59,9.34,34.14,0,0,0
7276.552,7631.228,1206.779,0.02,3.72,49.96,852.45,0.34,0.05,0.09,0.05,14.88,7.16,14.43,3.51,2.48,7.53,0.13,0.56,2.86,6.69,0.57,420.71,0.42,0.32,3.01,4.47,461.78,163.39,0.005,13.97,7.13,0.5,0.2,69.99,0.18,0.025,1.68,0.25,3.06,0.36,50.88,1.81,4.51,21.75,0,0,0
7280.813,7626.337,1206.779,0.012,3.24,18.98,443.29,0.55,0.05,0.15,0.05,16.09,5.67,15.32,5.02,2.38,6.61,0.09,0.85,1.79,7.07,0.63,438.28,0.33,0.06,2.09,3.97,261.75,140.6,0.005,64.59,6.14,0.5,0.95,47.87,0.18,0.025,1.45,0.19,2.05,0.37,62.2,1.29,5.15,32.99,0,0,0
7268.085,7641.189,1206.779,0.02,5.6,14.01,811.8,0.58,0.05,0.15,0.05,20.32,9.92,20.02,4.2,2.98,11.99,0.1,0.74,2.03,9.77,0.88,476.62,0.35,1.05,3.4,5.58,616.99,107.59,0.02,25.72,10.26,0.5,0.96,77.06,0.27,0.025,1.76,0.27,1.71,0.37,89.3,3.57,5.78,29.97,0,0,0
5826.848,8257.536,690.999,0.045,4.48,142.41,281.07,0.61,0.15,0.02,0.05,15.99,0.91,21.95,5.24,2.41,9.83,0.13,1.74,1.92,8.54,0.13,83.77,10.51,0.05,4.07,1.18,301.55,137.73,0.01,8.35,6.34,1.1,1.16,8.02,0.34,0.109,6.08,0.19,1.25,1.71,61.82,2.39,5.19,59.15,0,1,1
7259.886,7654.695,1206.779,0.009,0.95,8.08,48.67,0.36,0.05,0.03,0.01,2.06,1.4,15.86,2.36,0.62,2.88,0.06,0.31,0.32,1.21,0.07,150.67,0.27,0.01,0.47,1.17,94.4,23.64,0.005,25.11,1.65,0.5,0.1,9.37,0.025,0.025,0.35,0.05,0.24,0.1,27.09,0.73,1.08,6.76,0,0,0
7169.04,7722.022,1026.789,0.006,2.39,12.36,113.69,0.44,0.005,2.14,0.05,7.88,3.74,12.99,4.91,1.02,5.2,0.09,0.62,0.74,3.99,0.25,439.94,0.45,0.02,1.52,2.07,232.9,58.66,0.01,48.59,3.79,0.5,0.32,48.06,0.11,0.025,0.9,0.1,0.59,0.28,33.49,0.93,4.09,21.38,0,0,0
7168.444,7722.349,1026.789,0.008,2.49,10.32,138.52,0.47,0.05,0.84,0.12,10.13,5.58,14.73,5.85,1.32,6.69,0.09,0.6,1.07,4.28,0.2,480.34,1.11,0.05,1.8,2.8,248.06,74.19,0.02,24.54,4.28,0.5,0.31,21.17,0.11,0.025,1.03,0.11,0.88,0.3,36.64,0.91,4.18,34.13,0,0,0
7359.948,7465.966,1280.549,0.292,2.83,46.74,118.88,0.58,0.05,9.6,0.1,12.25,4.42,14.01,4.35,1.56,7.48,0.1,0.87,1.01,5.3,0.36,694.14,2.52,0.09,2.13,2.83,293.09,70.79,0.1,14.09,6.05,1.05,0.42,115.44,0.13,0.025,1.46,0.14,0.66,0.36,51.92,1.09,4.91,29.29,1,1,0
7110.061,7747.009,1026.789,0.005,1.65,6.71,98.17,0.22,0.05,0.03,0.01,2.88,1.09,18.04,4.14,0.6,5.29,0.09,0.32,0.65,1.26,0.07,134.26,1.52,0.01,0.87,1.02,206.6,37.97,0.005,24.42,2.97,0.5,0.2,6.43,0.07,0.025,0.47,0.07,0.48,0.19,37.5,0.47,1.82,10.48,0,0,0
7004.949,7857.834,1026.789,0.007,2.66,16.23,85.02,0.39,0.05,1.59,0.09,11.02,3.93,16.43,5.33,1.59,6.0,0.1,0.44,0.9,6.07,0.43,489.98,0.4,0.02,1.26,2.32,359.86,62.93,0.005,15.54,4.12,0.5,0.31,26.41,0.09,0.025,0.74,0.11,0.71,0.19,58.83,0.48,3.92,12.89,0,0,0
6756.999,7698.019,1054.389,0.046,4.03,121.38,238.58,0.55,0.05,2.08,0.18,19.23,6.09,15.37,6.63,1.51,8.44,0.12,0.78,1.49,10.19,0.41,765.22,0.67,0.02,2.52,4.12,399.69,110.78,0.02,8.85,7.51,0.5,0.45,32.01,0.17,0.025,1.2,0.17,1.28,0.28,55.86,1.17,7.76,24.4,0,0,0
6764.997,7673.952,1054.389,0.047,4.34,92.56,246.29,0.48,0.05,0.1,0.07,20.22,8.56,15.82,6.59,2.54,10.42,0.12,1.18,1.52,11.17,0.62,340.87,0.35,0.06,2.91,5.71,415.62,132.64,0.03,9.07,9.82,0.5,0.65,10.07,0.22,0.025,1.7,0.25,1.28,0.47,78.15,1.17,7.47,47.69,0,0,0
6478.008,7737.954,941.609,0.416,3.08,18.17,164.57,0.46,0.05,0.11,0.25,10.51,5.53,15.46,11.27,1.88,7.75,0.1,1.26,1.2,5.1,0.48,287.7,13.27,0.11,2.59,4.76,405.66,88.77,0.005,27.96,7.05,0.5,0.41,13.47,0.16,0.025,1.69,0.18,0.85,0.53,70.1,0.82,5.41,45.16,1,0,0
6504.037,7781.998,941.609,0.051,2.65,5.11,192.05,0.39,0.05,6.82,0.12,12.21,4.37,12.09,3.77,1.39,5.87,0.1,0.87,0.96,5.8,0.45,1753.6,0.71,0.03,2.07,3.29,297.94,70.36,0.005,26.59,5.23,0.5,0.43,79.82,0.14,0.025,1.22,0.14,0.75,0.33,43.54,1.33,6.31,27.12,0,0,0
6427.052,7799.977,941.609,0.052,1.61,10.2,86.89,0.22,0.05,23.6,0.09,8.39,2.61,7.58,1.56,1.08,3.14,0.09,0.46,0.48,4.65,0.35,2058.71,0.45,0.01,1.07,1.5,154.21,38.25,0.005,11.49,2.93,1.0,0.21,258.21,0.07,0.025,0.58,0.07,0.47,0.21,25.18,0.7,3.99,12.51,0,1,0
6505.977,7827.952,941.609,0.263,3.72,9.34,477.57,0.63,0.05,2.83,0.05,18.74,7.06,22.09,6.19,2.17,8.23,0.1,1.04,1.38,9.52,0.65,1371.6,0.57,0.34,2.97,7.61,451.79,105.07,0.005,30.6,8.26,0.5,0.48,98.27,0.19,0.025,1.39,0.23,1.36,0.27,68.82,2.06,8.22,33.23,1,0,0
6526.955,7843.95,941.609,6.736,1.24,14.06,52.48,0.31,0.05,0.04,0.05,4.18,5.75,21.83,1.74,1.46,2.88,0.07,0.28,0.25,1.73,0.25,314.49,2.82,0.04,0.76,4.69,109.92,18.12,0.005,45.76,3.1,0.5,0.2,11.01,0.06,0.025,0.5,0.06,0.2,0.1,29.35,0.62,2.02,10.38,1,0,0
6418.026,7869.974,941.609,0.114,2.32,7.42,162.09,0.28,0.05,14.71,0.05,9.13,5.09,9.27,2.74,1.64,4.48,0.05,0.67,0.7,4.23,0.41,980.98,2.2,0.02,1.63,2.79,279.17,53.39,0.005,16.22,4.84,0.5,0.32,205.3,0.13,0.025,0.99,0.11,0.64,0.21,45.84,1.04,5.18,27.84,1,0,0
7333.999,7453.029,1280.549,0.013,4.8,11.44,204.15,0.67,0.11,0.06,0.05,18.2,5.17,13.14,6.53,2.04,10.88,0.1,1.4,1.74,9.72,0.34,641.4,1.68,0.2,3.56,3.17,423.12,101.39,0.07,12.77,6.88,0.5,0.75,12.35,0.29,0.025,5.17,0.16,1.1,1.11,48.1,1.01,6.37,44.13,0,0,0
5760.749,8300.895,690.999,0.038,1.43,60.25,82.73,0.27,0.05,0.06,0.07,41.87,1.59,10.99,2.98,1.36,3.24,0.09,0.31,0.56,19.67,0.05,1634.2,1.73,0.02,0.87,0.99,217.78,35.2,0.03,13.75,2.1,0.5,0.37,7.79,0.05,0.025,0.81,0.05,0.38,0.19,17.42,0.52,3.39,8.35,0,0,0
5770.249,8262.428,690.999,0.016,0.84,44.25,49.25,0.16,0.05,0.02,0.05,1.38,0.57,18.1,0.73,1.18,1.97,0.08,0.11,0.35,0.86,0.03,111.8,1.02,0.02,0.21,0.85,147.9,30.81,0.01,11.34,0.65,0.5,0.54,3.08,0.025,0.025,0.2,0.01,0.31,0.05,5.54,0.1,0.36,2.64,0,0,0
